ts_iso,com,mac,endpoint,variant,flash
2026-05-26T22:46:55,COM34,10:51:db:1c:08:fc,ami-esp32c6-08fc,build_ota_ftd,20m/dout
2026-05-26T22:46:58,COM35,10:51:db:1c:15:34,ami-esp32c6-1534,build_ota_ftd,20m/dout
2026-05-26T22:47:01,COM36,10:51:db:1b:f7:88,ami-esp32c6-f788,build_ota_ftd,20m/dout
2026-05-26T22:47:04,COM39,10:51:db:1b:f8:08,ami-esp32c6-f808,build_ota_ftd,20m/dout
2026-05-26T22:47:07,COM8,10:51:db:1c:15:58,ami-esp32c6-1558,build_ota_ftd,20m/dout
2026-05-26T22:48:53,COM37,fc:01:2c:e3:d2:b4,ami-esp32c6-d2b4,build_ota_ftd,20m/dout
2026-05-26T22:48:55,COM40,10:51:db:1c:09:1c,ami-esp32c6-091c,build_ota_ftd,20m/dout
2026-05-26T22:49:01,COM42,fc:01:2c:e3:c1:44,ami-esp32c6-c144,build_ota_ftd,20m/dout
2026-05-26T22:49:06,COM46,58:e6:c5:18:c6:1c,ami-esp32c6-c61c,build_ota_ftd,20m/dout
2026-05-26T22:50:00,COM47,58:e6:c5:18:c6:0c,ami-esp32c6-c60c,build_ota_ftd,20m/dout
2026-05-26T22:50:50,COM37,fc:01:2c:e3:d2:b4,ami-esp32c6-d2b4,build_ota_ftd,20m/dout
2026-05-26T22:50:54,COM40,10:51:db:1c:09:1c,ami-esp32c6-091c,build_ota_ftd,20m/dout
2026-05-26T22:50:57,COM41,10:51:db:1b:f6:e4,ami-esp32c6-f6e4,build_ota_ftd,20m/dout
2026-05-26T22:51:00,COM42,fc:01:2c:e3:c1:44,ami-esp32c6-c144,build_ota_ftd,20m/dout
2026-05-26T22:51:03,COM44,10:51:db:1c:15:5c,ami-esp32c6-155c,build_ota_ftd,20m/dout
2026-05-26T22:51:06,COM46,58:e6:c5:18:c6:1c,ami-esp32c6-c61c,build_ota_ftd,20m/dout
2026-05-26T22:51:08,COM47,58:e6:c5:18:c6:0c,ami-esp32c6-c60c,build_ota_ftd,20m/dout
2026-05-26T22:54:00,COM43,10:51:db:1c:15:d8,ami-esp32c6-15d8,build_ota_ftd,20m/dout
2026-05-26T23:22:42,COM24,10:51:db:1b:f7:9c,ami-esp32c6-f79c,build_ota_ftd,20m/dout
2026-05-26T23:23:04,COM25,10:51:db:1b:f8:54,ami-esp32c6-f854,build_ota_ftd,20m/dout
2026-05-26T23:23:25,COM27,10:51:db:1b:f7:e8,ami-esp32c6-f7e8,build_ota_ftd,20m/dout
2026-05-26T23:23:46,COM31,10:51:db:1b:f8:1c,ami-esp32c6-f81c,build_ota_ftd,20m/dout
2026-05-26T23:24:08,COM41,10:51:db:1b:f6:e4,ami-esp32c6-f6e4,build_ota_ftd,20m/dout
2026-05-26T23:24:29,COM43,10:51:db:1c:15:d8,ami-esp32c6-15d8,build_ota_ftd,20m/dout
2026-05-26T23:24:51,COM44,10:51:db:1c:15:5c,ami-esp32c6-155c,build_ota_ftd,20m/dout
2026-05-26T23:39:35,COM25,10:51:db:1b:f8:54,ami-esp32c6-f854,build_ota_ftd,20m/dout
2026-05-26T23:39:57,COM27,10:51:db:1b:f7:e8,ami-esp32c6-f7e8,build_ota_ftd,20m/dout
2026-05-26T23:40:18,COM31,10:51:db:1b:f8:1c,ami-esp32c6-f81c,build_ota_ftd,20m/dout
2026-05-26T23:40:40,COM41,10:51:db:1b:f6:e4,ami-esp32c6-f6e4,build_ota_ftd,20m/dout
2026-05-26T23:41:01,COM43,10:51:db:1c:15:d8,ami-esp32c6-15d8,build_ota_ftd,20m/dout
2026-05-26T23:41:23,COM44,10:51:db:1c:15:5c,ami-esp32c6-155c,build_ota_ftd,20m/dout
2026-05-27T10:38:04,COM24,10:51:db:1b:f7:9c,ami-esp32c6-f79c,build_ota_ftd,20m/dout
2026-05-27T10:42:02,COM25,10:51:db:1b:f8:54,ami-esp32c6-f854,build_ota_ftd,20m/dout
2026-05-27T10:42:28,COM27,10:51:db:1b:f7:e8,ami-esp32c6-f7e8,build_ota_ftd,20m/dout
2026-05-27T10:42:54,COM31,10:51:db:1b:f8:1c,ami-esp32c6-f81c,build_ota_ftd,20m/dout
2026-05-27T10:43:20,COM41,10:51:db:1b:f6:e4,ami-esp32c6-f6e4,build_ota_ftd,20m/dout
2026-05-27T10:43:58,COM44,10:51:db:1c:15:5c,ami-esp32c6-155c,build_ota_ftd,20m/dout
2026-05-27T16:50:51,COM24,10:51:db:1b:f7:9c,ami-esp32c6-f79c,build_ota_ftd,20m/dout
2026-05-27T16:51:17,COM25,10:51:db:1b:f8:54,ami-esp32c6-f854,build_ota_ftd,20m/dout
2026-05-27T16:51:44,COM27,10:51:db:1b:f7:e8,ami-esp32c6-f7e8,build_ota_ftd,20m/dout
2026-05-27T16:52:10,COM31,10:51:db:1b:f8:1c,ami-esp32c6-f81c,build_ota_ftd,20m/dout
2026-05-27T16:52:36,COM41,10:51:db:1b:f6:e4,ami-esp32c6-f6e4,build_ota_ftd,20m/dout
2026-05-27T16:53:03,COM43,10:51:db:1c:15:d8,ami-esp32c6-15d8,build_ota_ftd,20m/dout
2026-05-27T16:53:29,COM44,10:51:db:1c:15:5c,ami-esp32c6-155c,build_ota_ftd,20m/dout
2026-05-27T16:58:58,COM24,10:51:db:1b:f7:9c,ami-esp32c6-f79c,build_ota_ftd,20m/dout
2026-05-27T16:59:25,COM27,10:51:db:1b:f7:e8,ami-esp32c6-f7e8,build_ota_ftd,20m/dout
2026-05-27T18:13:05,COM25,10:51:db:1b:f8:54,ami-esp32c6-f854,build_ota_ftd,20m/dout
2026-05-27T18:35:08,COM24,10:51:db:1b:f7:9c,ami-esp32c6-f79c,build_ota_ftd,20m/dout
2026-05-27T18:35:57,COM44,10:51:db:1c:15:5c,ami-esp32c6-155c,build_ota_ftd,20m/dout
2026-05-27T18:58:24,COM27,10:51:db:1b:f7:e8,ami-esp32c6-f7e8,build_ota_ftd,20m/dout
2026-05-27T18:58:50,COM31,10:51:db:1b:f8:1c,ami-esp32c6-f81c,build_ota_ftd,20m/dout
2026-05-27T18:59:16,COM41,10:51:db:1b:f6:e4,ami-esp32c6-f6e4,build_ota_ftd,20m/dout
2026-05-27T18:59:43,COM43,10:51:db:1c:15:d8,ami-esp32c6-15d8,build_ota_ftd,20m/dout
2026-05-27T22:09:05,COM44,10:51:db:1c:15:5c,ami-esp32c6-155c,build_ota_ftd,20m/dout
2026-05-28T17:21:13,COM24,10:51:db:1b:f7:9c,ami-esp32c6-f79c,build_ota_ftd,20m/dout
2026-05-28T17:40:44,COM24,10:51:db:1b:f7:9c,ami-esp32c6-f79c,build_ota_ftd,20m/dout
